run_id,run_dir,condition,mode,round_index,pair_id,trade_index,accepted,trade_outcome,player_trade_outcome,player_id,display_name,role,proposer_id,responder_id,is_proposer,is_responder,proposed_trade,inventory_before,inventory_after,utility_before,utility_after,utility_delta,logged_utility_before,logged_utility_after,logged_utility_delta,utility_recompute_abs_error_before,utility_recompute_abs_error_after
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,1,round_1_player_4_vs_player_6,0,True,mutual_gain,gain,player_4,Agent 4,Weaver,player_4,player_6,True,False,"{""give"": {""A"": 1}, ""receive"": {""B"": 1}}","{""A"": 3, ""B"": 1, ""C"": 0}","{""A"": 2, ""B"": 2, ""C"": 0}",1.8025009252216606,2.279507056954778,0.47700613173311734,1.8025009252216606,2.279507056954778,0.47700613173311734,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,1,round_1_player_4_vs_player_6,0,True,mutual_gain,gain,player_6,Agent 6,Merchant,player_4,player_6,False,True,"{""give"": {""A"": 1}, ""receive"": {""B"": 1}}","{""A"": 0, ""B"": 2, ""C"": 2}","{""A"": 1, ""B"": 1, ""C"": 2}",2.0649047728786885,2.270543418900952,0.20563864602226367,2.0649047728786885,2.270543418900952,0.20563864602226367,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,1,round_1_player_3_vs_player_5,2,True,mutual_gain,gain,player_3,Agent 3,Weaver,player_3,player_5,True,False,"{""give"": {""A"": 1}, ""receive"": {""B"": 1}}","{""A"": 3, ""B"": 1, ""C"": 0}","{""A"": 2, ""B"": 2, ""C"": 0}",1.8025009252216606,2.279507056954778,0.47700613173311734,1.8025009252216606,2.279507056954778,0.47700613173311734,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,1,round_1_player_3_vs_player_5,2,True,mutual_gain,gain,player_5,Agent 5,Merchant,player_3,player_5,False,True,"{""give"": {""A"": 1}, ""receive"": {""B"": 1}}","{""A"": 0, ""B"": 2, ""C"": 2}","{""A"": 1, ""B"": 1, ""C"": 2}",2.0649047728786885,2.270543418900952,0.20563864602226367,2.0649047728786885,2.270543418900952,0.20563864602226367,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,2,round_2_player_4_vs_player_1,3,True,mutual_gain,gain,player_4,Agent 4,Weaver,player_1,player_4,False,True,"{""give"": {""C"": 1}, ""receive"": {""A"": 1}}","{""A"": 2, ""B"": 2, ""C"": 0}","{""A"": 1, ""B"": 2, ""C"": 1}",2.279507056954778,2.603090780733767,0.3235837237789889,2.279507056954778,2.603090780733767,0.3235837237789889,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,2,round_2_player_4_vs_player_1,3,True,mutual_gain,gain,player_1,Agent 1,Builder,player_1,player_4,True,False,"{""give"": {""C"": 1}, ""receive"": {""A"": 1}}","{""A"": 1, ""B"": 0, ""C"": 3}","{""A"": 2, ""B"": 0, ""C"": 2}",1.8660659830736148,2.408224685280692,0.5421587022070771,1.8660659830736148,2.408224685280692,0.5421587022070771,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,2,round_2_player_6_vs_player_5,4,True,loss_with_no_change,no_change,player_6,Agent 6,Merchant,player_6,player_5,True,False,"{""give"": {""C"": 1}, ""receive"": {""A"": 1}}","{""A"": 1, ""B"": 1, ""C"": 2}","{""A"": 2, ""B"": 1, ""C"": 1}",2.270543418900952,2.2705434189009517,-4.440892098500626e-16,2.270543418900952,2.2705434189009517,-4.440892098500626e-16,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,2,round_2_player_6_vs_player_5,4,True,loss_with_no_change,loss,player_5,Agent 5,Merchant,player_6,player_5,False,True,"{""give"": {""C"": 1}, ""receive"": {""A"": 1}}","{""A"": 1, ""B"": 1, ""C"": 2}","{""A"": 0, ""B"": 1, ""C"": 3}",2.270543418900952,1.986184990874072,-0.28435842802688005,2.270543418900952,1.986184990874072,-0.28435842802688005,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,2,round_2_player_2_vs_player_3,5,True,mutual_gain,gain,player_2,Agent 2,Builder,player_2,player_3,True,False,"{""give"": {""C"": 1}, ""receive"": {""A"": 1}}","{""A"": 1, ""B"": 0, ""C"": 3}","{""A"": 2, ""B"": 0, ""C"": 2}",1.8660659830736148,2.408224685280692,0.5421587022070771,1.8660659830736148,2.408224685280692,0.5421587022070771,0.0,0.0
20260603_171055_preference_drift_v1_parallel_pairs_run_1,\home\yyspencer\PSU\REAL\Preference_drift_results\Runs_6_3\broadcast runs\20260603_171055_preference_drift_v1_parallel_pairs_run_1,preference_drift_v1_parallel_pairs_run_1,gpt,2,round_2_player_2_vs_player_3,5,True,mutual_gain,gain,player_3,Agent 3,Weaver,player_2,player_3,False,True,"{""give"": {""C"": 1}, ""receive"": {""A"": 1}}","{""A"": 2, ""B"": 2, ""C"": 0}","{""A"": 1, ""B"": 2, ""C"": 1}",2.279507056954778,2.603090780733767,0.3235837237789889,2.279507056954778,2.603090780733767,0.3235837237789889,0.0,0.0
